images,institutionCode,sex,preparations,eventDate,year,month,day,country,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,scientificName,infraspecificEpithet
,SAMA,,Mounted skin,15/05/1962,1962,5,15,Australia,Northern Territory,-13.2333,131.1,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,WAM,Male,Skin,16/05/1988,1988,5,16,Indonesia,,-8.866667,116.833333,EPSG:4326,,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,26/05/1986,1986,5,26,Australia,Tasmania,-41.56665,147.18333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,18/05/2012,2012,5,18,Australia,New South Wales,-28.86544,153.40834,EPSG:4326,"Accipiter novaehollandiae (Gmelin, 1788)",Accipiter (Leucospiza) novaehollandiae,
,QVMAG,,skin,10/05/1982,1982,5,10,Australia,Tasmania,-41.43332,146.91666,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,female,skin,21/05/1968,1968,5,21,Australia,Australian Capital Territory,-35.2222,149.1264,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,5/05/1993,1993,5,5,Australia,Tasmania,-41,145.7667,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,Female,Skin,29/05/1933,1933,5,29,Australia,South Australia,-34.1833,139.0833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,15/05/1967,1967,5,15,Australia,Northern Territory,-15.7,136.75,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skeleton | Dry,5/05/1977,1977,5,5,Australia,Victoria,-37.72,145.37,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,MAGNT,,skin,30/05/1973,1973,5,30,Australia,Northern Territory,-17.417,137.55,,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,ANWC,female,skin,16/05/1984,1984,5,16,Christmas Island,,-10.4167,105.675,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,Male,,18/05/2010,2010,5,18,Australia,New South Wales,-32.96083,151.66416,EPSG:4326,"Accipiter novaehollandiae (Gmelin, 1788)",Accipiter (Leucospiza) novaehollandiae,
,ANWC,male,skeleton incomplete,17/05/1975,1975,5,17,Australia,New South Wales,-34.4,150.85,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,QVMAG,,skeleton,31/05/1982,1982,5,31,Australia,Tasmania,-41.18332,146.91666,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,NMV,Male,Skin | Dry,1/05/1956,1956,5,1,Australia,Victoria,-38.23,142.92,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,male,skin,17/05/1975,1975,5,17,Australia,New South Wales,-34.4,150.85,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Unknown,Skin | Dry,21/05/1971,1971,5,21,Australia,Western Australia,-35.02,117.88,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,not recorded,skin,21/05/1966,1966,5,21,Papua New Guinea,,-4.2,142.8,EPSG:4326,Accipiter poliocephalus,Accipiter,
,ANWC,female,skin,28/07/1973,1973,7,28,Australia,Northern Territory,-12.8667,132.8333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,,1915,7,,Australia,Victoria,-38.53,143.97,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Unknown,Skin | Dry,15/07/1997,1997,7,15,Christmas Island,,-10.5,105.67,EPSG:4326,Accipiter fasciatus natalis,Accipiter (Leucospiza) fasciatus,natalis
,ANWC,female,skin,21/07/1965,1965,7,21,Australia,Northern Territory,-11.1389,132.1417,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,9/07/2016,2016,7,9,Australia,New South Wales,-32.56972,149.59093,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,23/07/1967,1967,7,23,Australia,Northern Territory,-15.7667,136.6833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Female,Skin,26/07/1971,1971,7,26,Australia,South Australia,-35.2856,139.0339,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,20/07/1959,1959,7,20,Australia,Victoria,-37.83,145.25,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Male,Skeleton,7/07/1998,1998,7,7,Australia,South Australia,-35.7,139.85,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,6/07/1953,1953,7,6,Australia,Victoria,-37.78,144.95,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,29/07/1967,1967,7,29,Australia,Northern Territory,-15.75,136.8167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Unknown,Skeleton (part) | Dry,15/07/1997,1997,7,15,Christmas Island,,-10.5,105.67,EPSG:4326,Accipiter fasciatus natalis,Accipiter (Leucospiza) fasciatus,natalis
,SAMA,,Skin,1/07/1919,1919,7,,Australia,South Australia,-37.1667,139.75,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,not recorded,skin,13/07/1969,1969,7,13,Papua New Guinea,,-10.025,149.7125,EPSG:4326,Accipiter poliocephalus,Accipiter,
,ANWC,male,skin,7/07/1963,1963,7,7,Australia,Tasmania,-41.2433,146.3222,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,14/07/2010,2010,7,14,Australia,Western Australia,-15.6256,128.6696,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,24/07/1993,1993,7,24,Australia,Tasmania,-41.23333,147,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,1/07/2012,2012,7,,Australia,New South Wales,-33.883,151.133,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,8/07/2018,2018,7,8,Australia,New South Wales,-29.1337,153.4185,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,13/07/1973,1973,7,13,Australia,Northern Territory,-12.5167,131.3333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,13/07/1985,1985,7,13,Australia,Tasmania,-41.45,147.11666,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,23/07/1973,1973,7,23,Australia,Northern Territory,-12.3833,132.95,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,1/07/1917,1917,7,,Australia,South Australia,-37.1667,139.75,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,4/07/2016,2016,7,4,Papua New Guinea,,-8.99451,148.51948,EPSG:4326,Accipiter hiogaster leucosomus,Accipiter (Leucospiza) hiogaster,leucosomus
,QVMAG,,skin,30/07/1987,1987,7,30,Australia,Tasmania,-40.85,145.3,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,Male,Skin,1/07/1973,1973,7,,Australia,South Australia,-35.3344,139.1169,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,Female,Skin,1/07/1913,1913,7,1,Australia,South Australia,-34.7833,139.0333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,21/07/2015,2015,7,21,Australia,Queensland,-14.30196,143.10719,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,11/07/1965,1965,7,11,Australia,Northern Territory,-11.3611,132.15,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,5/07/2016,2016,7,5,Papua New Guinea,,-8.95216,148.51728,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,Male,,11/07/2007,2007,7,11,Australia,New South Wales,-33.933,151.016,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,male,skin,21/07/1973,1973,7,21,Australia,Northern Territory,-12.6333,131.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Female,Skin,18/07/1930,1930,7,18,Australia,South Australia,-34.95,138.65,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,7/07/1988,1988,7,7,Australia,New South Wales,-34.7833,150.7,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,,Spirit,4/07/1975,1975,7,4,Australia,Queensland,-28.1,153.433333,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,,Skin,30/07/2000,2000,7,30,Australia,Queensland,-27.183333,152.816667,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,25/07/1964,1964,7,25,Papua New Guinea,,-6.75,155.6833,EPSG:4326,Accipiter albogularis,Accipiter,
,ANWC,female,skin,8/07/2016,2016,7,8,Papua New Guinea,,-8.99451,148.51948,EPSG:4326,Accipiter hiogaster leucosomus,Accipiter (Leucospiza) hiogaster,leucosomus
,ANWC,female,skin,1/07/2009,2009,7,,Australia,Queensland,-16.9865,145.4197,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,2/07/2013,2013,7,2,Australia,Victoria,-37.398,144.412,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,10/07/1996,1996,7,10,Australia,New South Wales,-34.8167,150.6167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,Male,,27/07/1975,1975,7,27,Australia,New South Wales,-32.55,148.95,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,16/07/2009,2009,7,16,Australia,Northern Territory,-14.025,133.846,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,1/07/1984,1984,7,,Australia,New South Wales,-34.6667,150.85,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Male,Skin,1885-07-18,1885,7,18,Australia,Queensland,-27.933333,151.9,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Female,Skeleton,2/07/1990,1990,7,2,Australia,South Australia,-34.6,138.75,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,MAGNT,,whole animal (ETOH),27/07/1972,1972,7,27,Australia,Northern Territory,-14.883,135.717,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skeleton,,1982,7,,Australia,Tasmania,-41.2,146.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,ANWC,female,skin,20/07/1966,1966,7,20,Australia,Tasmania,-41.2333,146.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,16/07/1968,1968,7,16,Australia,Northern Territory,-11.5,132.05,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,26/07/2011,2011,7,26,Australia,New South Wales,-33.81717,150.95972,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,female,skin,17/07/1966,1966,7,17,Papua New Guinea,,-4.5083,142.8,EPSG:4326,Megatriorchis doriae,ACCIPITRIDAE,
,ANWC,male,skin,13/07/2009,2009,7,13,Australia,Northern Territory,-14.686,134.374,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Male,Skin,15/07/1910,1910,7,15,Australia,Northern Territory,-14.716667,135.383333,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,QVMAG,,skin,4/07/1984,1984,7,4,Australia,Tasmania,-41.06665,145.9,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,4/07/1984,1984,7,4,Australia,Tasmania,-41.06665,145.9,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,26/07/2011,2011,7,26,Australia,New South Wales,-33.81717,150.95972,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,WAM,Female,,,1945,7,,Australia,Western Australia,-15.5,128.4,EPSG:4326,,Erythrotriorchis radiatus,
,QVMAG,,skin,1/07/1963,1963,7,1,Australia,Tasmania,-42.8,147.63333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Unknown,Wing | Dry,15/07/1997,1997,7,15,Christmas Island,,-10.5,105.67,EPSG:4326,Accipiter fasciatus natalis,Accipiter (Leucospiza) fasciatus,natalis
,AM,,,9/07/2016,2016,7,9,Australia,New South Wales,-32.56972,149.59093,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,female,skin,31/07/1964,1964,7,31,Papua New Guinea,,-6.75,155.6833,EPSG:4326,Accipiter hiogaster bougainvillei,Accipiter (Leucospiza) hiogaster,bougainvillei
,ANWC,male,skin,25/07/1964,1964,7,25,Papua New Guinea,,,,,Accipiter hiogaster bougainvillei,Accipiter (Leucospiza) hiogaster,bougainvillei
,SAMA,Male,Skeleton,30/07/1926,1926,7,30,Australia,South Australia,-35.0167,138.6167,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,1/07/2012,2012,7,,Australia,New South Wales,-33.883,151.133,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,4/07/1966,1966,7,4,Australia,Northern Territory,-15.7833,136.65,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,21/07/2014,2014,7,21,Papua New Guinea,,-8.70724,141.53677,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,6/07/1966,1966,7,6,Papua New Guinea,,-4.3333,142.75,EPSG:4326,Accipiter hiogaster leucosomus,Accipiter (Leucospiza) hiogaster,leucosomus
,ANWC,female,skin,27/07/1964,1964,7,27,Papua New Guinea,,-6.75,155.6833,EPSG:4326,Accipiter albogularis,Accipiter,
,SAMA,Male,Skin,26/07/1977,1977,7,26,Australia,South Australia,-34.1833,138.6333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,5/07/2009,2009,7,5,Australia,Northern Territory,-15.9078,136.4731,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,15/07/2015,2015,7,15,Australia,Queensland,-13.11881,142.35109,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,24/07/1970,1970,7,24,Australia,South Australia,-35.2667,138.4833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,15/07/1948,1948,7,15,Australia,Queensland,-12.6,143.416667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,13/07/1936,1936,7,13,Australia,Victoria,-37.03,141.28,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,12/07/1963,1963,7,12,Papua New Guinea,,-5.9833,144.6167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skeleton | Dry,22/07/1992,1992,7,22,Australia,Australian Capital Territory,-35.33,149.17,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,29/07/2010,2010,7,29,Australia,Western Australia,-16.5839,128.9585,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,14/07/1985,1985,7,14,Australia,Tasmania,-41.45,147.11666,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,not recorded,body in spirit,9/07/1997,1997,7,9,Australia,New South Wales,-34.8167,150.6167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,28/07/1970,1970,7,28,Australia,New South Wales,-30.0833,142.9333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,20/07/1973,1973,7,20,Australia,Northern Territory,-12.6333,131.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,11/07/2009,2009,7,11,Australia,Northern Territory,-14.767,135.299,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,Female,,2/08/1978,1978,8,2,Australia,New South Wales,-30.383,152.55,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Unknown,Skeleton | Dry,21/08/2001,2001,8,21,Christmas Island,,-10.48,105.62,EPSG:4326,Accipiter fasciatus natalis,Accipiter (Leucospiza) fasciatus,natalis
,ANWC,not recorded,skin,7/08/1956,1956,8,7,Australia,New South Wales,-32.4,151.75,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skeleton | Dry,10/08/1991,1991,8,10,Australia,Victoria,-38.45,144.9,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Female,Skin,12/08/1981,1981,8,12,Australia,Queensland,-27.333333,150.85,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,female,skin,29/08/2019,2019,8,29,Australia,Western Australia,-14.8388,125.7159,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,18/08/2002,2002,8,18,Australia,Victoria,-38.48,142.97,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,Female,,22/08/1976,1976,8,22,Australia,New South Wales,-33.8,151.266,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,1/08/2008,2008,8,,Australia,Queensland,-19.2611,146.8167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skeleton,8/08/1990,1990,8,8,Australia,South Australia,-34.9,138.8667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QM,Female,Display mount,10/08/1961,1961,8,10,Australia,Queensland,-27.65,153.15,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skeleton | Dry,12/08/1982,1982,8,12,Australia,Victoria,-37.88,147.88,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Female,Skin | Dry,27/08/2001,2001,8,27,Australia,Victoria,-37.73,142.02,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,Male,,11/08/1983,1983,8,11,Christmas Island,,-10.5,105.666,EPSG:4326,Accipiter fasciatus natalis,Accipiter (Leucospiza) fasciatus,
,QM,,Spirit,10/08/1979,1979,8,10,Australia,Queensland,-13.916667,143.55,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,probably male,skin,1/08/1959,1959,8,1,Australia,New South Wales,-36.9167,149.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,18/08/1951,1951,8,18,Australia,Victoria,-37.75,145.1,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,10/08/1986,1986,8,10,Australia,Tasmania,-43.0667,146.8833,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,26/08/1967,1967,8,26,Australia,Northern Territory,-18.6167,137.65,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,6/08/1977,1977,8,6,Australia,Queensland,-26.933333,150.366667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""86a92b79-71a2-46c4-a985-bb32cdc9e8c5""]",NMV,,Egg | Dry,,1888,8,,Australia,Victoria,-36.65,141.27,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,male,skin,12/08/2020,2020,8,12,Australia,New South Wales,-35.8861,150.0684,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,16/08/1991,1991,8,16,Australia,New South Wales,-34.8167,150.6167,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,Female,Skin,2/08/1913,1913,8,2,Australia,Northern Territory,-11.4,131.2333,EPSG:4326,"Accipiter novaehollandiae (JF Gmelin, 1788)",Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,female,skin,14/08/1990,1990,8,14,Australia,Queensland,-13.8417,143.4611,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Male,Skin,27/08/1991,1991,8,27,Australia,Queensland,-22.433333,150.316667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,unknown,skeleton complete,22/08/1976,1976,8,22,Australia,Queensland,-17.2667,145.6333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,22/08/1991,1991,8,22,Australia,Queensland,-22.7633,150.3392,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,16/08/1903,1903,8,16,Australia,Tasmania,-41.5,147.2333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
"[""5344f929-d2a1-40c9-a56f-2c6db98b827a""]",NMV,,Egg | Dry,1898-08-16,1898,8,16,Australia,Western Australia,-17.58,126.13,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,NMV,Female,Skin | Dry,,1884,8,,Australia,Western Australia,-15.47,128.1,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,female,skin,1/08/1973,1973,8,1,Australia,Northern Territory,-12.5167,131.3333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
